id,departamento_id,codigo,nombre
807,18,418,Lourdes
808,18,480,Mutiscua
809,18,498,Ocaña
810,18,518,Pamplona
811,18,520,Pamplonita
812,18,553,Puerto Santander
813,18,599,Ragonvalia
814,18,660,Salazar
815,18,670,San Calixto
816,18,673,San Cayetano
817,18,680,Santiago
818,18,720,Sardinata
819,18,743,Silos
820,18,800,Teorama
821,18,810,Tibu
822,18,820,Toledo
823,18,871,Villacaro
824,18,874,Villa Del Rosario
825,19,1,Armenia
826,19,111,Buenavista
827,19,130,Calarca
828,19,190,Circasia
829,19,212,Cordoba
830,19,272,Filandia
831,19,302,Genova
832,19,401,La Tebaida
833,19,470,Montenegro
834,19,548,Pijao
835,19,594,Quimbaya
836,19,690,Salento
837,20,1,Pereira
838,20,45,Apia
839,20,75,Balboa
840,20,88,Belen De Umbria
841,20,170,Dos Quebradas
842,20,318,Guatica
843,20,383,La Celia
844,20,400,La Virginia
845,20,440,Marsella
846,20,456,Mistrato
847,20,572,Pueblo Rico
848,20,594,Quinchia
849,20,682,Santa Rosa De Cabal
850,20,687,Santuario
851,21,1,Bucaramanga
852,21,13,Aguada
853,21,20,Albania
854,21,51,Aratoca
855,21,77,Barbosa
856,21,79,Barichara
857,21,81,Barrancabermeja
858,21,92,Betulia
859,21,101,Bolivar
860,21,121,Cabrera
861,21,132,California
862,21,147,Capitanejo
863,21,152,Carcasi
864,21,160,Cepita
865,21,162,Cerrito
866,21,167,Charala
867,21,169,Charta
868,21,176,Chima
869,21,179,Chipata
870,21,190,Cimitarra
871,21,207,Concepcion
872,21,209,Confines
873,21,211,Contratacion
874,21,217,Coromoro
875,21,229,Curiti
876,21,235,El Carmen De Chucury
877,21,245,El Guacamayo
878,21,250,El Peñon
879,21,255,El Playon
880,21,264,Encino
881,21,266,Enciso
882,21,271,Florian
883,21,276,Floridablanca
884,21,296,Galan
885,21,298,Gambita
886,21,307,Giron
887,21,318,Guaca
888,21,320,Guadalupe
889,21,322,Guapota
890,21,324,Guavata
891,21,327,Guepsa
892,21,344,Hato
893,21,368,Jesus Maria
894,21,370,Jordan
895,21,377,La Belleza
896,21,385,Landazuri
897,21,397,La Paz
898,21,406,Lebrija
899,21,418,Los Santos
900,21,425,Macaravita
901,21,432,Malaga
902,21,444,Matanza
903,21,464,Mogotes
904,21,468,Molagavita
905,21,498,Ocamonte
906,21,500,Oiba
907,21,502,Onzaga
908,21,522,Palmar
909,21,524,Palmas Del Socorro
910,21,533,Paramo
911,21,547,Piedecuesta
912,21,549,Pinchote
913,21,572,Puente Nacional
914,21,573,Puerto Parra
915,21,575,Puerto Wilches
916,21,615,Rionegro
917,21,655,Sabana De Torres
918,21,669,San Andres
919,21,673,San Benito
920,21,679,San Gil
921,21,682,San Joaquin
922,21,684,San Jose De Miranda
923,21,686,San Miguel
924,21,689,San Vicente De Chucuri
925,21,705,Santa Barbara
926,21,720,Santa Helena Del Opon
927,21,745,Simacota
928,21,755,Socorro
929,21,770,Suaita
930,21,773,Sucre
931,21,780,Surata
932,21,820,Tona
933,21,855,Valle San Jose
934,21,861,Velez
935,21,867,Vetas
936,21,872,Villanueva
937,21,895,Zapatoca
938,22,1,Sincelejo
939,22,110,Buenavista
940,22,124,Caimito
941,22,204,Coloso (Ricaurte)
942,22,215,Corozal
943,22,230,Chalan
944,22,235,Galeras (Nueva Granada)
945,22,265,Guaranda
946,22,400,La Union
947,22,418,Los Palmitos
948,22,429,Majagual
949,22,473,Morroa
950,22,508,Ovejas
951,22,523,Palmito
952,22,670,Sampues
953,22,678,San Benito Abad
954,22,702,San Juan De Betulia
955,22,708,San Marcos
956,22,713,San Onofre
957,22,717,San Pedro
958,22,742,Since
959,22,771,Sucre
960,22,820,Tolu
961,22,823,Toluviejo
962,23,1,Ibague
963,23,24,Alpujarra
964,23,26,Alvarado
965,23,30,Ambalema
966,23,43,Anzoategui
967,23,55,Armero (Guayabal)
968,23,67,Ataco
969,23,124,Cajamarca
970,23,148,Carmen Apicala
971,23,152,Casabianca
972,23,168,Chaparral
973,23,200,Coello
974,23,217,Coyaima
975,23,226,Cunday
976,23,236,Dolores
977,23,268,Espinal
978,23,270,Falan
979,23,275,Flandes
980,23,283,Fresno
981,23,319,Guamo
982,23,347,Herveo
983,23,349,Honda
984,23,352,Icononzo
985,23,408,Lerida
986,23,411,Libano
987,23,443,Mariquita
988,23,449,Melgar
989,23,461,Murillo
990,23,483,Natagaima
991,23,504,Ortega
992,23,520,Palocabildo
993,23,547,Piedras
994,23,555,Planadas
995,23,563,Prado
996,23,585,Purificacion
997,23,616,Rioblanco
998,23,622,Roncesvalles
999,23,624,Rovira
1000,23,671,Saldaña
1001,23,675,San Antonio
1002,23,678,San Luis
1003,23,686,Santa Isabel
1004,23,770,Suarez
1005,23,854,Valle De San Juan
1006,23,861,Venadillo
1007,23,870,Villahermosa
1008,23,873,Villarrica
1009,24,1,Cali (Santiago De Cali)
1010,24,20,Alcala
1011,24,36,Andalucia
1012,24,41,Ansermanuevo
1013,24,54,Argelia
1014,24,100,Bolivar
1015,24,109,Buenaventura
1016,24,111,Buga
1017,24,113,Bugalagrande
1018,24,122,Caicedonia
1019,24,126,Calima (Darien)
1020,24,130,Candelaria
1021,24,147,Cartago
1022,24,233,Dagua
1023,24,243,El Aguila
1024,24,246,El Cairo
1025,24,248,El Cerrito
1026,24,250,El Dovio
1027,24,275,Florida
1028,24,306,Ginebra
1029,24,318,Guacari
1030,24,364,Jamundi
1031,24,377,La Cumbre
1032,24,400,La Union
1033,24,403,La Victoria
1034,24,497,Obando
1035,24,520,Palmira
1036,24,563,Pradera
1037,24,606,Restrepo
1038,24,616,Riofrio
1039,24,622,Roldanillo
1040,24,670,San Pedro
1041,24,736,Sevilla
1042,24,823,Toro
1043,24,828,Trujillo
1044,24,834,Tulua
1045,24,845,Ulloa
1046,24,863,Versalles
1047,24,869,Vijes
1048,24,890,Yotoco
1049,24,892,Yumbo
1050,24,895,Zarzal
1051,25,1,Arauca
1052,25,65,Arauquita
1053,25,220,Cravo Norte
1054,25,300,Fortul
1055,25,591,Puerto Rondon
1056,25,736,Saravena
1057,25,794,Tame
